node_id,label,node_type,registry_status,description,notes
st.ii-ii.q144,II-II q.144,question,structural,Shamefacedness,
st.ii-ii.q144.a001,II-II q.144 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q144.a002,II-II q.144 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q144.a003,II-II q.144 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q144.a004,II-II q.144 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q145,II-II q.145,question,structural,Honesty,
st.ii-ii.q145.a001,II-II q.145 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q145.a002,II-II q.145 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q145.a003,II-II q.145 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q145.a004,II-II q.145 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q146,II-II q.146,question,structural,Abstinence,
st.ii-ii.q146.a001,II-II q.146 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q146.a002,II-II q.146 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147,II-II q.147,question,structural,Fasting,
st.ii-ii.q147.a001,II-II q.147 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a002,II-II q.147 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a003,II-II q.147 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a004,II-II q.147 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a005,II-II q.147 a.5,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a006,II-II q.147 a.6,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a007,II-II q.147 a.7,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q147.a008,II-II q.147 a.8,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q148,II-II q.148,question,structural,Gluttony,
st.ii-ii.q148.a001,II-II q.148 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q148.a002,II-II q.148 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q148.a003,II-II q.148 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q148.a004,II-II q.148 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q148.a005,II-II q.148 a.5,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q148.a006,II-II q.148 a.6,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q149,II-II q.149,question,structural,Sobriety,
st.ii-ii.q149.a001,II-II q.149 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q149.a002,II-II q.149 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q149.a003,II-II q.149 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q149.a004,II-II q.149 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q150,II-II q.150,question,structural,Drunkenness,
st.ii-ii.q150.a001,II-II q.150 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q150.a002,II-II q.150 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q150.a003,II-II q.150 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q150.a004,II-II q.150 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q151,II-II q.151,question,structural,Chastity,
st.ii-ii.q151.a001,II-II q.151 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q151.a002,II-II q.151 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q151.a003,II-II q.151 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q151.a004,II-II q.151 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q152,II-II q.152,question,structural,Virginity,
st.ii-ii.q152.a001,II-II q.152 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q152.a002,II-II q.152 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q152.a003,II-II q.152 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q152.a004,II-II q.152 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q152.a005,II-II q.152 a.5,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q153,II-II q.153,question,structural,Lust,
st.ii-ii.q153.a001,II-II q.153 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q153.a002,II-II q.153 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q153.a003,II-II q.153 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q153.a004,II-II q.153 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q153.a005,II-II q.153 a.5,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154,II-II q.154,question,structural,The parts of Lust,
st.ii-ii.q154.a001,II-II q.154 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a002,II-II q.154 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a003,II-II q.154 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a004,II-II q.154 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a005,II-II q.154 a.5,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a006,II-II q.154 a.6,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a007,II-II q.154 a.7,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a008,II-II q.154 a.8,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a009,II-II q.154 a.9,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a010,II-II q.154 a.10,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a011,II-II q.154 a.11,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q154.a012,II-II q.154 a.12,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q155,II-II q.155,question,structural,Continence,
st.ii-ii.q155.a001,II-II q.155 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q155.a002,II-II q.155 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q155.a003,II-II q.155 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q155.a004,II-II q.155 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q156,II-II q.156,question,structural,Incontinence,
st.ii-ii.q156.a001,II-II q.156 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q156.a002,II-II q.156 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q156.a003,II-II q.156 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q156.a004,II-II q.156 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q157,II-II q.157,question,structural,Clemency and meekness,
st.ii-ii.q157.a001,II-II q.157 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q157.a002,II-II q.157 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q157.a003,II-II q.157 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q157.a004,II-II q.157 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158,II-II q.158,question,structural,Anger,
st.ii-ii.q158.a001,II-II q.158 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a002,II-II q.158 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a003,II-II q.158 a.3,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a004,II-II q.158 a.4,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a005,II-II q.158 a.5,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a006,II-II q.158 a.6,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a007,II-II q.158 a.7,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q158.a008,II-II q.158 a.8,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q159,II-II q.159,question,structural,Cruelty,
st.ii-ii.q159.a001,II-II q.159 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q159.a002,II-II q.159 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q160,II-II q.160,question,structural,Modesty,
st.ii-ii.q160.a001,II-II q.160 a.1,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q160.a002,II-II q.160 a.2,article,structural,Structural article node for the temperance 141-160 tract.,
st.ii-ii.q161,II-II q.161 — Humility,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q161.a001,II-II q.161 a.1 — Is humility a virtue?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q161.a002,"II-II q.161 a.2 — Does it reside in the appetite, or in the judgment of reason?",article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q161.a003,II-II q.161 a.3 — Should one subject oneself to all men by humility?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q161.a004,II-II q.161 a.4 — Is it a part of modesty or temperance?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q161.a005,II-II q.161 a.5 — Its comparison with the other virtues,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q161.a006,II-II q.161 a.6 — The degrees of humility,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162,II-II q.162 — Pride,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q162.a001,II-II q.162 a.1 — Is pride a sin?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a002,II-II q.162 a.2 — Is it a special vice?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a003,II-II q.162 a.3 — Wherein does it reside as in its subject?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a004,II-II q.162 a.4 — Its species,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a005,II-II q.162 a.5 — Is it a mortal sin?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a006,II-II q.162 a.6 — Is it the most grievous of all sins?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a007,II-II q.162 a.7 — Its relation to other sins,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q162.a008,II-II q.162 a.8 — Should it be reckoned a capital vice?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q163,II-II q.163 — The first man's sin,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q163.a001,II-II q.163 a.1 — Was pride the first man's first sin?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q163.a002,II-II q.163 a.2 — What the first man coveted by sinning,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q163.a003,II-II q.163 a.3 — Was his sin more grievous than all other sins?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q163.a004,"II-II q.163 a.4 — Which sinned more grievously, the man or the woman?",article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q164,II-II q.164 — The punishments of the first man's sin,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q164.a001,"II-II q.164 a.1 — Death, which is the common punishment",article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q164.a002,II-II q.164 a.2 — The other particular punishments mentioned in Genesis,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q165,II-II q.165 — Our first parents' temptation,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q165.a001,II-II q.165 a.1 — Was it fitting for man to be tempted by the devil?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q165.a002,II-II q.165 a.2 — The manner and order of that temptation,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q166,II-II q.166 — Studiousness,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q166.a001,II-II q.166 a.1 — What is the matter of studiousness?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q166.a002,II-II q.166 a.2 — Is it a part of temperance?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q167,II-II q.167 — Curiosity,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q167.a001,II-II q.167 a.1 — Can the vice of curiosity regard intellective knowledge?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q167.a002,II-II q.167 a.2 — Is it about sensitive knowledge?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q168,II-II q.168 — Modesty as consisting in the outward movements of the body,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q168.a001,II-II q.168 a.1 — Can there be virtue and vice in the outward movements of the body that are done seriously?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q168.a002,II-II q.168 a.2 — Can there be a virtue about playful actions?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q168.a003,II-II q.168 a.3 — The sin consisting in excess of play,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q168.a004,II-II q.168 a.4 — The sin consisting in lack of play,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q169,II-II q.169 — Modesty in the outward apparel,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q169.a001,II-II q.169 a.1 — Can there be virtue and vice in connection with outward apparel?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q169.a002,II-II q.169 a.2 — Do women sin mortally by excessive adornment?,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q170,II-II q.170 — The precepts of temperance,question,structural,Structural question node for the temperance closure tract.,
st.ii-ii.q170.a001,II-II q.170 a.1 — The precepts of temperance itself,article,structural,Structural article node for the temperance closure tract.,
st.ii-ii.q170.a002,II-II q.170 a.2 — The precepts of its parts,article,structural,Structural article node for the temperance closure tract.,
