node_id,label,node_type,registry_status,description,notes
st.ii-ii.q058.a008,II-II q.58 a.8 — Does particular justice have a matter of its own?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q058.a009,"II-II q.58 a.9 — Is it about passions, or about operations only?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q058.a010,II-II q.58 a.10 — Is the mean of justice the real mean?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q058.a011,II-II q.58 a.11 — Is the act of justice to render to everyone his own?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q058.a012,II-II q.58 a.12 — Is justice the chief of the moral virtues?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q059.a001,II-II q.59 a.1 — Is injustice a special vice?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q059.a002,II-II q.59 a.2 — Is it proper to the unjust man to do unjust deeds?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q059.a003,II-II q.59 a.3 — Can one suffer injustice willingly?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q059.a004,II-II q.59 a.4 — Is injustice a mortal sin according to its genus?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q060.a001,II-II q.60 a.1 — Is judgment an act of justice?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q060.a002,II-II q.60 a.2 — Is it lawful to judge?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q060.a003,II-II q.60 a.3 — Should judgment be based on suspicions?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q060.a004,II-II q.60 a.4 — Should doubts be interpreted favorably?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q060.a005,II-II q.60 a.5 — Should judgment always be given according to the written law?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q060.a006,II-II q.60 a.6 — Is judgment perverted by being usurped?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q061.a001,"II-II q.61 a.1 — Are there two species of justice, viz. distributive and commutative?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q061.a002,"II-II q.61 a.2 — In either case, is the mean taken in the same way?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q061.a003,II-II q.61 a.3 — Is their matter uniform or manifold?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q061.a004,"II-II q.61 a.4 — In any of these species, is the just the same as counter-passion?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a001,II-II q.62 a.1 — Of what is it an act?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a002,II-II q.62 a.2 — Is it always of necessity for salvation to restore what one has taken away?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a003,II-II q.62 a.3 — Is it necessary to restore more than has been taken away?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a004,II-II q.62 a.4 — Is it necessary to restore what one has not taken away?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a005,II-II q.62 a.5 — Is it necessary to make restitution to the person from whom something has been taken?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a006,II-II q.62 a.6 — Is the person who has taken something away bound to restore it?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a007,II-II q.62 a.7 — Is any other person bound to restitution?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q062.a008,II-II q.62 a.8 — Is one bound to restore at once?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q063.a001,II-II q.63 a.1 — Is respect of persons a sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q063.a002,II-II q.63 a.2 — Does it take place in the dispensation of spiritualities?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q063.a003,II-II q.63 a.3 — Does it take place in showing honor?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q063.a004,II-II q.63 a.4 — Does it take place in judicial sentences?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a001,II-II q.64 a.1 — Is it a sin to kill dumb animals or even plants?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a002,II-II q.64 a.2 — Is it lawful to kill a sinner?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a003,"II-II q.64 a.3 — Is this lawful to a private individual, or to a public person only?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a004,II-II q.64 a.4 — Is this lawful to a cleric?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a005,II-II q.64 a.5 — Is it lawful to kill oneself?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a006,II-II q.64 a.6 — Is it lawful to kill a just man?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a007,II-II q.64 a.7 — Is it lawful to kill a man in self-defense?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q064.a008,II-II q.64 a.8 — Is accidental homicide a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q065.a001,II-II q.65 a.1 — The mutilation of members,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q065.a002,II-II q.65 a.2 — Blows,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q065.a003,II-II q.65 a.3 — Imprisonment,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q065.a004,II-II q.65 a.4 — Are the sins that consist in inflicting such like injuries aggravated through being perpetrated on persons connected with others?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a001,II-II q.66 a.1 — Is it natural to man to possess external things?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a002,II-II q.66 a.2 — Is it lawful for a man to possess something as his own?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a003,II-II q.66 a.3 — Is theft the secret taking of another's property?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a004,II-II q.66 a.4 — Is robbery a species of sin distinct from theft?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a005,II-II q.66 a.5 — Is every theft a sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a006,II-II q.66 a.6 — Is theft a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a007,II-II q.66 a.7 — Is it lawful to thieve in a case of necessity?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a008,II-II q.66 a.8 — Is every robbery a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q066.a009,II-II q.66 a.9 — Is robbery a more grievous sin than theft?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q067.a001,II-II q.67 a.1 — Can a man justly judge one who is not his subject?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q067.a002,"II-II q.67 a.2 — Is it lawful for a judge, on account of the evidence, to deliver judgment in opposition to the truth which is known to him?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q067.a003,II-II q.67 a.3 — Can a judge justly sentence a man who is not accused?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q067.a004,II-II q.67 a.4 — Can he justly remit the punishment?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q068.a001,II-II q.68 a.1 — Is a man bound to accuse?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q068.a002,II-II q.68 a.2 — Should the accusation be made in writing?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q068.a003,II-II q.68 a.3 — How is an accusation vitiated?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q068.a004,II-II q.68 a.4 — How should those be punished who have accused a man wrongfully?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q069.a001,II-II q.69 a.1 — Is it a mortal sin to deny the truth which would lead to one's condemnation?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q069.a002,II-II q.69 a.2 — Is it lawful to defend oneself with calumnies?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q069.a003,II-II q.69 a.3 — Is it lawful to escape condemnation by appealing?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q069.a004,II-II q.69 a.4 — Is it lawful for one who has been condemned to defend himself by violence if he be able to do so?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q070.a001,II-II q.70 a.1 — Is a man bound to give evidence?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q070.a002,II-II q.70 a.2 — Does the evidence of two or three witnesses suffice?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q070.a003,II-II q.70 a.3 — May a man's evidence be rejected without any fault on his part?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q070.a004,II-II q.70 a.4 — Is it a mortal sin to bear false witness?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q071.a001,II-II q.71 a.1 — Is an advocate bound to defend the suits of the poor?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q071.a002,II-II q.71 a.2 — Should certain persons be prohibited from exercising the office of advocate?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q071.a003,II-II q.71 a.3 — Does an advocate sin by defending an unjust cause?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q071.a004,II-II q.71 a.4 — Does he sin if he accept a fee for defending a suit?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q072.a001,II-II q.72 a.1 — What is reviling?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q072.a002,II-II q.72 a.2 — Is every reviling a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q072.a003,II-II q.72 a.3 — Should one check revilers?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q072.a004,II-II q.72 a.4 — The origin of reviling,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q073.a001,II-II q.73 a.1 — What is backbiting?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q073.a002,II-II q.73 a.2 — Is it a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q073.a003,II-II q.73 a.3 — Its comparison with other sins,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q073.a004,II-II q.73 a.4 — Is it a sin to listen to backbiting?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q074.a001,II-II q.74 a.1 — Is tale-bearing a sin distinct from backbiting?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q074.a002,II-II q.74 a.2 — Which of the two is the more grievous?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q075.a001,II-II q.75 a.1 — Is derision a special sin distinct from the other sins whereby one's neighbor is injured by words?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q075.a002,II-II q.75 a.2 — Is derision a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q076.a001,II-II q.76 a.1 — May one lawfully curse another?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q076.a002,II-II q.76 a.2 — May one lawfully curse an irrational creature?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q076.a003,II-II q.76 a.3 — Is cursing a mortal sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q076.a004,II-II q.76 a.4 — Its comparison with other sins,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q077.a001,"II-II q.77 a.1 — Unjust sales as regards the price: namely, is it lawful to sell a thing for more than its worth?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q077.a002,II-II q.77 a.2 — Unjust sales on the part of the thing sold,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q077.a003,II-II q.77 a.3 — Is the seller bound to reveal a fault in the thing sold?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q077.a004,II-II q.77 a.4 — Is it lawful in trading to sell a thing at a higher price than was paid for it?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q078.a001,"II-II q.78 a.1 — Is it a sin to take money as a price for money lent, which is to receive usury?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q078.a002,"II-II q.78 a.2 — Is it lawful to lend money for any other kind of consideration, by way of payment for the loan?",article,structural,Structural article node for the justice core tract.,
st.ii-ii.q078.a003,II-II q.78 a.3 — Is a man bound to restore just gains derived from money taken in usury?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q078.a004,II-II q.78 a.4 — Is it lawful to borrow money under a condition of usury?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q079.a001,II-II q.79 a.1 — Are these two parts of justice?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q079.a002,II-II q.79 a.2 — Is transgression a special sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q079.a003,II-II q.79 a.3 — Is omission a special sin?,article,structural,Structural article node for the justice core tract.,
st.ii-ii.q079.a004,II-II q.79 a.4 — The comparison between omission and transgression,article,structural,Structural article node for the justice core tract.,
