edge_id,subject_id,subject_label,subject_type,relation_type,object_id,object_label,object_type,support_annotation_ids,source_passage_ids,support_types,evidence_snippets,review_layer
edge.concept.first_fruits.directed_to.concept.divine_worship,concept.first_fruits,First-Fruits,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-first-fruits-directed-to-concept-divine-worship-st-ii-ii-q086-a004-resp""]","[""st.ii-ii.q086.a004.resp""]","[""explicit_textual""]","[""First-fruits are a kind of oblation, because they are offered to God with a certain profession ( Deuteronomy 26 ); where the same passage continues: \""The priest taking the basket containing the first-fruits from the hand of him""]",reviewed_doctrinal
edge.concept.first_fruits.species_of.concept.oblation,concept.first_fruits,First-Fruits,act_type,species_of,concept.oblation,Oblation,act_type,"[""ann.concept-first-fruits-species-of-concept-oblation-st-ii-ii-q086-a004-resp""]","[""st.ii-ii.q086.a004.resp""]","[""explicit_textual""]","[""First-fruits are a kind of oblation, because they are offered to God with a certain profession ( Deuteronomy 26 ); where the same passage continues: \""The priest taking the basket containing the f""]",reviewed_doctrinal
edge.concept.fortune_telling_observance.species_of.concept.superstitious_observance,concept.fortune_telling_observance,Fortune-Telling Observance,sin_type,species_of,concept.superstitious_observance,Superstitious Observance,sin_type,"[""ann.concept-fortune-telling-observance-species-of-concept-superstitious-observance-st-ii-ii-q096-a003-resp""]","[""st.ii-ii.q096.a003.resp""]","[""strong_textual_inference""]","[""e superstitious and unlawful: they are apparently remains of idolatry , which authorized the observance of auguries, of lucky and unlucky days which is allied to divination by the stars, in respect of which one day differentiated from another: except that these observances are devoid of reason and art""]",reviewed_doctrinal
edge.concept.healing_observance.species_of.concept.superstitious_observance,concept.healing_observance,Superstitious Healing Observance,sin_type,species_of,concept.superstitious_observance,Superstitious Observance,sin_type,"[""ann.concept-healing-observance-species-of-concept-superstitious-observance-st-ii-ii-q096-a002-resp""]","[""st.ii-ii.q096.a002.resp""]","[""strong_textual_inference""]","[""In things done for the purpose of producing some bodily effect we must consider whether they seem able to produce that effect naturally : for if so it will not be unlawful to do so, since it is lawful to employ natural cau""]",reviewed_doctrinal
edge.concept.idolatry.excess_opposed_to.concept.religion,concept.idolatry,Idolatry,sin_type,excess_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-idolatry-excess-opposed-to-concept-religion-st-ii-ii-q094-a001-resp""]","[""st.ii-ii.q094.a001.resp""]","[""explicit_textual""]","[""bove ( II-II:92:2 ), it belongs to superstition to exceed the due mode of divine worship, and this is done chiefly when divine worship is given to whom it should not be given. Now it should be given to the most high uncreated God alone, as stated above ( II-II:81:1 ) when we were treating of religion. Therefore it is superstition to""]",reviewed_doctrinal
edge.concept.idolatry.misuses_sacred_object.concept.divine_worship,concept.idolatry,Idolatry,sin_type,misuses_sacred_object,concept.divine_worship,Divine Worship,domain,"[""ann.concept-idolatry-misuses-sacred-object-concept-divine-worship-st-ii-ii-q094-a001-resp""]","[""st.ii-ii.q094.a001.resp""]","[""explicit_textual""]","[""As stated above ( II-II:92:2 ), it belongs to superstition to exceed the due mode of divine worship, and this is done chiefly when divine worship is given to whom it should not be given. Now it should be given to the most high uncreated God alone, as stated a""]",reviewed_doctrinal
edge.concept.idolatry.species_of.concept.superstition,concept.idolatry,Idolatry,sin_type,species_of,concept.superstition,Superstition,vice,"[""ann.concept-idolatry-species-of-concept-superstition-st-ii-ii-q092-a002-resp"", ""ann.concept-idolatry-species-of-concept-superstition-st-ii-ii-q094-a001-resp""]","[""st.ii-ii.q092.a002.resp"", ""st.ii-ii.q094.a001.resp""]","[""explicit_textual""]","[""ivine worship is in the first place to give reverence to God , and in this respect the first species of this genus is \"" idolatry ,\"" which unduly gives divine honor to a creature. The second end of religion is that man may be taught by God Whom he worships; and to this must be referred \""d"", ""ogy ,\"" which was celebrated by the pontiffs in the temples [De Civ. Dei vi, 5. Now all these come under the head of the superstition of idolatry . Wherefore Augustine says (De Doctr. Christ. ii, 20): \""Anything invented by man for making and worshipping idols , or for giving Divine worship to a creature""]",reviewed_doctrinal
edge.concept.magical_observance.species_of.concept.superstitious_observance,concept.magical_observance,Magical Observance,sin_type,species_of,concept.superstitious_observance,Superstitious Observance,sin_type,"[""ann.concept-magical-observance-species-of-concept-superstitious-observance-st-ii-ii-q096-a001-resp""]","[""st.ii-ii.q096.a001.resp""]","[""strong_textual_inference""]","[""The magic art is both unlawful and futile. It is unlawful, because the means it employs for acquiring knowledge have not in themselves the power to cause science, consisting""]",reviewed_doctrinal
edge.concept.oath.concerns_sacred_object.concept.divine_name,concept.oath,Oath,act_type,concerns_sacred_object,concept.divine_name,Divine Name,object,"[""ann.concept-oath-concerns-sacred-object-concept-divine-name-st-ii-ii-q089-a001-resp"", ""ann.concept-oath-concerns-sacred-object-concept-divine-name-st-ii-ii-q089-a004-resp""]","[""st.ii-ii.q089.a001.resp"", ""st.ii-ii.q089.a004.resp""]","[""explicit_textual""]","["". Hence the need to have recourse to a Divine witness, for neither can God lie, nor is anything hidden from Him. Now to call God to witness is named \""jurare\"" [to swear] because it is established as though it were a principle of law [jure] that what a man asserts under the invocation of God as His w"", ""As appears from what has been said above ( Article 1 ), he that swears calls God to witness in confirmation of what he says. Now nothing is confirmed save by what is more certain and more powerful. Therefore in the very fact that a man swears by God ,""]",reviewed_doctrinal
edge.concept.oath.concerns_sacred_object.concept.sworn_assertion,concept.oath,Oath,act_type,concerns_sacred_object,concept.sworn_assertion,Sworn Assertion,object,"[""ann.concept-oath-concerns-sacred-object-concept-sworn-assertion-st-ii-ii-q089-a001-resp""]","[""st.ii-ii.q089.a001.resp""]","[""explicit_textual""]","[""As the Apostle says ( Hebrews 6:16 ), oaths are taken for the purpose of confirmation. Now speculative propositions receive confirmation from reason, which proceeds from principles known naturally and infallibly true . But particular contingent""]",reviewed_doctrinal
edge.concept.oath.directed_to.concept.divine_worship,concept.oath,Oath,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-oath-directed-to-concept-divine-worship-st-ii-ii-q089-a004-resp""]","[""st.ii-ii.q089.a004.resp""]","[""strong_textual_inference""]","[""knowledges God to be more powerful, by reason of His unfailing truth and His universal knowledge ; and thus in a way he shows reverence to God . For this reason the Apostle says ( Hebrews 6:16 ) that \""men swear by one greater than themselves,\"" and Jerome commenting on Matthew 5:34 , says that \""he who""]",reviewed_doctrinal
edge.concept.oblation.directed_to.concept.divine_worship,concept.oblation,Oblation,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-oblation-directed-to-concept-divine-worship-st-ii-ii-q086-a001-resp""]","[""st.ii-ii.q086.a001.resp""]","[""explicit_textual""]","[""As stated above ( II-II:85:3 ad 3 ), the term \""oblation\"" is common to all things offered for the Divine worship, so that if a thing be offered to be destroyed in worship of God , as though it were being made into something holy , it is both an oblation and a sacrifice. W""]",reviewed_doctrinal
edge.concept.perjury.deficiency_opposed_to.concept.oath,concept.perjury,Perjury,sin_type,deficiency_opposed_to,concept.oath,Oath,act_type,"[""ann.concept-perjury-deficiency-opposed-to-concept-oath-st-ii-ii-q098-a001-resp""]","[""st.ii-ii.q098.a001.resp""]","[""strong_textual_inference""]","[""As stated above ( II-II:92:2 ), moral acts take their species from their end. Now the end of an oath is the confirmation of a human assertion. To this confirmation falsehood is opposed: since an assertion is confirmed by being firmly shown to be true ; and thi""]",reviewed_doctrinal
edge.concept.perjury.deficiency_opposed_to.concept.religion,concept.perjury,Perjury,sin_type,deficiency_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-perjury-deficiency-opposed-to-concept-religion-st-ii-ii-q098-a002-resp""]","[""st.ii-ii.q098.a002.resp""]","[""explicit_textual""]","[""either that God ignores the truth or that He is willing to bear witness to a falsehood. Therefore perjury is manifestly a sin opposed to religion, to which it belongs to show reverence to God .""]",reviewed_doctrinal
edge.concept.perjury.misuses_sacred_object.concept.divine_name,concept.perjury,Perjury,sin_type,misuses_sacred_object,concept.divine_name,Divine Name,object,"[""ann.concept-perjury-misuses-sacred-object-concept-divine-name-st-ii-ii-q098-a002-resp""]","[""st.ii-ii.q098.a002.resp""]","[""explicit_textual""]","[""As stated above ( II-II:89:1 ), to swear is to call God as witness. Now it is an irreverence to God to call Him to witness to a falsehood, because by so doing one implies either that God ignores the truth or that He is willing to bear witness to a falsehood. Therefore perjury is manifestly a sin""]",reviewed_doctrinal
edge.concept.praise_of_god.directed_to.concept.divine_worship,concept.praise_of_god,Praise of God,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-praise-of-god-directed-to-concept-divine-worship-st-ii-ii-q091-a001-resp""]","[""st.ii-ii.q091.a001.resp""]","[""explicit_textual""]","[""e we may incite him to yet better things; and that we may induce others, who hear him praised, to think well of him, to reverence him, and to imitate him. On the other hand we employ words, in speaking to God , not indeed to make known our thoughts to Him Who is the searcher of hearts, but th""]",reviewed_doctrinal
edge.concept.prayer.directed_to.concept.divine_worship,concept.prayer,Prayer,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-prayer-directed-to-concept-divine-worship-st-ii-ii-q083-a003-resp""]","[""st.ii-ii.q083.a003.resp""]","[""explicit_textual""]","[""to show honor to God , wherefore all those things through which reverence is shown to God , belong to religion. Now man shows reverence to God by means of prayer , in so far as he subjects himself to Him, and by praying confesses that he needs Him as the Author of his goods. Hence it is evident that p""]",reviewed_doctrinal
edge.concept.religion.annexed_to.concept.justice,concept.religion,Religion,virtue,annexed_to,concept.justice,Justice,virtue,"[""ann.concept-religion-annexed-to-concept-justice-st-ii-ii-q080-a001-resp""]","[""st.ii-ii.q080.a001.resp""]","[""explicit_textual""]","[""stated above ( II-II:58:2 ), all the virtues that are directed to another person may by reason of this common aspect be annexed to justice . Now the essential character of justice consists in rendering to another his due according to equality, as stated above ( II-II:58:11 ). Wherefore in two ways""]",reviewed_doctrinal
edge.concept.religion.directed_to.concept.divine_worship,concept.religion,Religion,virtue,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-religion-directed-to-concept-divine-worship-st-ii-ii-q081-a002-resp"", ""ann.concept-religion-directed-to-concept-divine-worship-st-ii-ii-q081-a004-resp"", ""ann.concept-religion-directed-to-concept-divine-worship-st-ii-ii-q081-a005-resp""]","[""st.ii-ii.q081.a002.resp"", ""st.ii-ii.q081.a004.resp"", ""st.ii-ii.q081.a005.resp""]","[""explicit_textual""]","[""ct of good , just as mode and species , according to Augustine (De Nat. Boni iii). Since then it belongs to religion to pay due honor to someone, namely, to God , it is evident that religion is a virtue ."", ""there is a special aspect of good , there must be a special virtue . Now the good to which religion is directed, is to give due honor to God . Again, honor is due to someone under the aspect of excellence: and to God a singular excellence is competent, since He infinitely surpasses all things and ex"", ""As stated above ( Article 4 ) religion pays due worship to God . Hence two things are to be considered in religion: first that which it offers to God , viz. worship, and this is by way of matter and object in religion; sec""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.adjuration,concept.religion,Religion,virtue,has_act,concept.adjuration,Adjuration,act_type,"[""ann.concept-religion-has-act-concept-adjuration-st-ii-ii-q090-a001-resp""]","[""st.ii-ii.q090.a001.resp""]","[""strong_textual_inference""]","[""s, as stated above ( II-II:83:1 ). Accordingly when either of these orderings is confirmed by something Divine it is an adjuration. Yet there is this difference between them, that man is master of his own actions but not of those of others; wherefore he can put himself under an obligation""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.adoration,concept.religion,Religion,virtue,has_act,concept.adoration,Adoration,act_type,"[""ann.concept-religion-has-act-concept-adoration-st-ii-ii-q081-a007-resp"", ""ann.concept-religion-has-act-concept-adoration-st-ii-ii-q084-a001-resp""]","[""st.ii-ii.q081.a007.resp"", ""st.ii-ii.q084.a001.resp""]","[""explicit_textual"", ""strong_textual_inference""]","["". Therefore the internal acts of religion take precedence of the others and belong to religion essentially , while its external acts are secondary, and subordinate to the internal acts."", ""of the person adored . Now it is evident from what we have said ( God . Hence the adoration whereby we adore God is an act of religion.""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.devotion,concept.religion,Religion,virtue,has_act,concept.devotion,Devotion,act_type,"[""ann.concept-religion-has-act-concept-devotion-st-ii-ii-q082-a002-resp""]","[""st.ii-ii.q082.a002.resp""]","[""explicit_textual""]","[""it belongs to that virtue to have the will ready to do such things, and this is to be devout. Hence it is evident that devotion is an act of religion.""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.oath,concept.religion,Religion,virtue,has_act,concept.oath,Oath,act_type,"[""ann.concept-religion-has-act-concept-oath-st-ii-ii-q089-a004-resp""]","[""st.ii-ii.q089.a004.resp""]","[""explicit_textual""]","[""s to give very great honor .\"" Now to show reverence to God belongs to religion or latria . wherefore it is evident that an oath is an act of religion or latria .""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.oblation,concept.religion,Religion,virtue,has_act,concept.oblation,Oblation,act_type,"[""ann.concept-religion-has-act-concept-oblation-st-ii-ii-q086-a001-resp""]","[""st.ii-ii.q086.a001.resp""]","[""strong_textual_inference""]","[""As stated above ( II-II:85:3 ad 3 ), the term \""oblation\"" is common to all things offered for the Divine worship, so that if a thing be offered to be destroyed in worship of God , as though it were being made into something holy , it is both an oblation and a sacrifice. W""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.praise_of_god,concept.religion,Religion,virtue,has_act,concept.praise_of_god,Praise of God,act_type,"[""ann.concept-religion-has-act-concept-praise-of-god-st-ii-ii-q091-a001-resp""]","[""st.ii-ii.q091.a001.resp""]","[""strong_textual_inference""]","[""ho is the searcher of hearts, but that we may bring ourselves and our hearers to reverence Him. Consequently we need to praise God with our lips, not indeed for His sake, but for our own sake; since by praising Him our devotion is aroused towards Him, according to Psalm 49:23 : \""The sacrifice of praise""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.prayer,concept.religion,Religion,virtue,has_act,concept.prayer,Prayer,act_type,"[""ann.concept-religion-has-act-concept-prayer-st-ii-ii-q083-a003-resp""]","[""st.ii-ii.q083.a003.resp""]","[""explicit_textual""]","[""ubjects himself to Him, and by praying confesses that he needs Him as the Author of his goods. Hence it is evident that prayer is properly an act of religion.""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.sacrifice,concept.religion,Religion,virtue,has_act,concept.sacrifice,Sacrifice,act_type,"[""ann.concept-religion-has-act-concept-sacrifice-st-ii-ii-q085-a003-resp""]","[""st.ii-ii.q085.a003.resp""]","[""explicit_textual""]","[""ly, sacrifice is a special act deserving of praise in that it is done out of reverence for God ; and for this reason it belongs to a definite virtue , viz. religion. But it happens that the acts of the other virtues are directed to the reverence of God , as when a man gives alms of his own things for God's sake, or when a""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.tithes,concept.religion,Religion,virtue,has_act,concept.tithes,Tithes,act_type,"[""ann.concept-religion-has-act-concept-tithes-st-ii-ii-q087-a001-resp""]","[""st.ii-ii.q087.a001.resp""]","[""strong_textual_inference""]","[""In the Old Law tithes were paid for the sustenance of the ministers of God . Hence it is written ( Malachi 3:10 ): \""Bring all the tithes into My [ Vulgate : 'the'] store-house that there may""]",reviewed_doctrinal
edge.concept.religion.has_act.concept.vow,concept.religion,Religion,virtue,has_act,concept.vow,Vow,act_type,"[""ann.concept-religion-has-act-concept-vow-st-ii-ii-q088-a005-resp""]","[""st.ii-ii.q088.a005.resp""]","[""explicit_textual""]","[""s a directing of the thing vowed to the worship or service of God . And thus it is clear that to take a vow is properly an act of latria or religion.""]",reviewed_doctrinal
edge.concept.sacrifice.directed_to.concept.divine_worship,concept.sacrifice,Sacrifice,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-sacrifice-directed-to-concept-divine-worship-st-ii-ii-q085-a001-resp"", ""ann.concept-sacrifice-directed-to-concept-divine-worship-st-ii-ii-q085-a002-resp"", ""ann.concept-sacrifice-directed-to-concept-divine-worship-st-ii-ii-q085-a003-resp""]","[""st.ii-ii.q085.a001.resp"", ""st.ii-ii.q085.a002.resp"", ""st.ii-ii.q085.a003.resp""]","[""explicit_textual""]","[""derives his knowledge from sensibles. Hence it is a dictate of natural reason that man should use certain sensibles, by offering them to God in sign of the subjection and honor due to Him, like those who make certain offerings to their lord in recognition of his authority. Now this is what we mean b"", ""1 and I-II:3:7 and I-II:3:8 ). Wherefore just as to God alone ought we to offer spiritual sacrifice, so too ought we to offer outward sacrifices to Him alone: even so \""in our prayers and praises we proffer significant words to Him to Whom in our hearts we offer the things which we designate thereby,\"" as Augustine st"", ""ery fact that it was directed to fornication. Accordingly, sacrifice is a special act deserving of praise in that it is done out of reverence for God ; and for this reason it belongs to a definite virtue , viz. religion. But it happens that the acts of the other virtues are directed to the reverence of God ,""]",reviewed_doctrinal
edge.concept.sacrilege.deficiency_opposed_to.concept.religion,concept.sacrilege,Sacrilege,sin_type,deficiency_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-sacrilege-deficiency-opposed-to-concept-religion-st-ii-ii-q099-a002-resp""]","[""st.ii-ii.q099.a002.resp""]","[""explicit_textual""]","[""rmity, namely, the violation of a sacred thing by treating it irreverently. Hence it is a special sin . Moreover, it is opposed to religion. For according to Damascene (De Fide Orth. iv, 3), \""When the purple has been made into a royal robe, we pay it honor and homage, and if anyone dishonor it he i""]",reviewed_doctrinal
edge.concept.sacrilege.misuses_sacred_object.concept.sacrament,concept.sacrilege,Sacrilege,sin_type,misuses_sacred_object,concept.sacrament,Sacrament,object,"[""ann.concept-sacrilege-misuses-sacred-object-concept-sacrament-st-ii-ii-q099-a003-resp""]","[""st.ii-ii.q099.a003.resp""]","[""explicit_textual""]","[""ed things, has various degrees, according to the differences of sacred things. Among these the highest place belongs to the sacraments whereby man is sanctified: chief of which is the sacrament of the Eucharist , for it contains Christ Himself. Wherefore the sacrilege that is committed against""]",reviewed_doctrinal
edge.concept.sacrilege.misuses_sacred_object.concept.sacred_person,concept.sacrilege,Sacrilege,sin_type,misuses_sacred_object,concept.sacred_person,Sacred Person,object,"[""ann.concept-sacrilege-misuses-sacred-object-concept-sacred-person-st-ii-ii-q099-a003-resp""]","[""st.ii-ii.q099.a003.resp""]","[""explicit_textual""]","[""bed to the sacred thing that is sinned against, the more grievous the sacrilege . Now holiness is ascribed, not only to sacred persons , namely, those who are consecrated to the divine worship, but also to sacred places and to certain other sacred things. And the holiness of a place is directe""]",reviewed_doctrinal
edge.concept.sacrilege.misuses_sacred_object.concept.sacred_place,concept.sacrilege,Sacrilege,sin_type,misuses_sacred_object,concept.sacred_place,Sacred Place,object,"[""ann.concept-sacrilege-misuses-sacred-object-concept-sacred-place-st-ii-ii-q099-a003-resp""]","[""st.ii-ii.q099.a003.resp""]","[""explicit_textual""]","[""holiness is ascribed, not only to sacred persons , namely, those who are consecrated to the divine worship, but also to sacred places and to certain other sacred things. And the holiness of a place is directed to the holiness of man , who worships God in a holy place. For it is written ( 2 Ma""]",reviewed_doctrinal
edge.concept.sacrilege.misuses_sacred_object.concept.sacred_thing,concept.sacrilege,Sacrilege,sin_type,misuses_sacred_object,concept.sacred_thing,Sacred Thing,object,"[""ann.concept-sacrilege-misuses-sacred-object-concept-sacred-thing-st-ii-ii-q099-a001-resp""]","[""st.ii-ii.q099.a001.resp""]","[""explicit_textual""]","[""worship, and thus a certain reverence is due to it, which reverence is referred to God . Therefore whatever pertains to irreverence for sacred things is an injury to God , and comes under the head of sacrilege .""]",reviewed_doctrinal
edge.concept.simony.corrupts_spiritual_exchange.concept.spiritual_thing,concept.simony,Simony,sin_type,corrupts_spiritual_exchange,concept.spiritual_thing,Spiritual Thing,object,"[""ann.concept-simony-corrupts-spiritual-exchange-concept-spiritual-thing-st-ii-ii-q100-a005-resp""]","[""st.ii-ii.q100.a005.resp""]","[""explicit_textual""]","[""As stated above ( Article 2 ), the term \""money\"" denotes \""anything that can have a pecuniary value.\"" Now it is evident that a man's service is directed to some kind of usefulness, which has a pecuniary value, wherefore servants are hired for a money wage. Th""]",reviewed_doctrinal
edge.concept.simony.deficiency_opposed_to.concept.religion,concept.simony,Simony,sin_type,deficiency_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-simony-deficiency-opposed-to-concept-religion-st-ii-ii-q100-a001-resp""]","[""st.ii-ii.q100.a001.resp""]","[""explicit_textual""]","[""by buying or selling a spiritual thing, a man treats God and divine things with irreverence, and consequently commits a sin of irreligion.""]",reviewed_doctrinal
edge.concept.simony.misuses_sacred_object.concept.sacrament,concept.simony,Simony,sin_type,misuses_sacred_object,concept.sacrament,Sacrament,object,"[""ann.concept-simony-misuses-sacred-object-concept-sacrament-st-ii-ii-q100-a002-resp""]","[""st.ii-ii.q100.a002.resp""]","[""explicit_textual""]","[""the altar?\"" Accordingly we must answer that to receive money for the spiritual grace of the sacraments , is the sin of simony, which cannot be excused by any custom whatever, since \""custom does not prevail over natural or divine law \"" [Cap. Cum tanto, de Consuetud.; cf. I-II:97:3 . No""]",reviewed_doctrinal
edge.concept.simony.misuses_sacred_object.concept.spiritual_action,concept.simony,Simony,sin_type,misuses_sacred_object,concept.spiritual_action,Spiritual Action,object,"[""ann.concept-simony-misuses-sacred-object-concept-spiritual-action-st-ii-ii-q100-a003-resp""]","[""st.ii-ii.q100.a003.resp""]","[""explicit_textual""]","[""a soldier at any time at his own charges? Who feedeth the flock, and eateth not of the milk of the flock?\"" Hence it is simoniacal to sell or buy that which is spiritual in such like actions; but to receive or give something for the support of those who minister spiritual things in accorda""]",reviewed_doctrinal
edge.concept.simony.misuses_sacred_object.concept.spiritual_office,concept.simony,Simony,sin_type,misuses_sacred_object,concept.spiritual_office,Spiritual Office,object,"[""ann.concept-simony-misuses-sacred-object-concept-spiritual-office-st-ii-ii-q100-a004-resp""]","[""st.ii-ii.q100.a004.resp""]","[""explicit_textual""]","[""g dependent on spiritual things. Thus to have to spiritual things, because it is not competent save to those who hold a clerical office. Hence such things can by no means exist apart from spiritual things. Consequently it is altogether unlawful to sell such things, because the sale thereof impl""]",reviewed_doctrinal
